revenue,net profit,operating profit,interest revenue,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment for employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
14601416000000.0,2816283000000.0,2816283000000.0,,9203001000000.0,28021188000000.0,107235233000000.0,,305709000000.0,73336000000.0,158625598000000.0,,7205802000000.0,186646786000000.0,12079234000000.0,79411553000000.0,0.0,222755000000.0,958260111.0,6433612000000.0,-6118904000000.0,-3859728000000.0,,,7143772000000.0,2450748000000.0,,4043858000000.0,,16758197000000.0,,,231362000000.0,,2114463000000.0,201803,ESSAL
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ESSAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESSAL
44053612000.0,9663451000.0,9663451000.0,,4624582000.0,45457691000.0,417343765000.0,,1635712000.0,2037247000.0,748824935000.0,,19983079000.0,794282626000.0,28017532000.0,374436765000.0,26445799279.0,923326000.0,26445799279.0,10342443000.0,-2912901000.0,-3277135000.0,,,29699020000.0,7565021000.0,,,,34281632000.0,,,655364000.0,,5435787000.0,201803,ESSBIO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ESSBIO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESSBIO
212670000.0,84051000.0,84051000.0,,276072000.0,414817000.0,197701000.0,82410000.0,13078000.0,,168046000.0,,,582863000.0,197701000.0,385162000.0,1300.0,,1300.0,110359000.0,,,,,46584000.0,38546000.0,,,,,,,,,,201803,ESTACIONAM
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201803,ESTACIONAM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESTACIONAM
52837555000.0,10623603000.0,10623603000.0,663370000.0,27094652000.0,76698095000.0,532313671000.0,,2914931000.0,2520412000.0,927608382000.0,,182506072000.0,1004306477000.0,71100500000.0,471992684000.0,14962276336000.0,1851566000.0,14962276336000.0,23835342000.0,-21698300000.0,-4171495000.0,,,20749235000.0,6065198000.0,,,,42222732000.0,,,,25077921000.0,4662454000.0,201803,ESVAL-C
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,201803,ESVAL-C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESVAL-C
52837555000.0,10623603000.0,10623603000.0,663370000.0,27094652000.0,76698095000.0,532313671000.0,,2914931000.0,2520412000.0,927608382000.0,,182506072000.0,1004306477000.0,71100500000.0,471992684000.0,14962276336000.0,1851566000.0,14962276336000.0,23835342000.0,-21698300000.0,-4171495000.0,,,20749235000.0,6065198000.0,,,,42222732000.0,,,,25077921000.0,4662454000.0,201803,ESVAL
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,201803,ESVAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESVAL
2010257685000.0,125198799000.0,104692624000.0,-52309568000.0,218718345000.0,3621044817000.0,9061093950000.0,19871892000.0,128399899000.0,126692635000.0,6995059284000.0,501088583000.0,289410835000.0,14413639558000.0,2188590956000.0,4441410161000.0,2434465103.0,1225550965000.0,2434465103.0,150655482000.0,-97407638000.0,-49855321000.0,-104549072000.0,7141434000.0,1780347679000.0,304833609000.0,28457675000.0,23137000.0,-1333295000.0,1916806008000.0,,,104239876000.0,,,201803,FALABELLA
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FALABELLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FALABELLA
12998548000.0,469836000.0,469836000.0,203346000.0,1710176000.0,18459752000.0,28882891000.0,,,630393000.0,77669806000.0,,15232000.0,96129558000.0,10511572000.0,67246644000.0,0.0,307670000.0,0.0,2731146000.0,-1379295000.0,-189481000.0,,,10374484000.0,2559451000.0,,,,12083930000.0,769835000.0,,269556000.0,1433090000.0,2534721000.0,201803,FEPASA
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,FEPASA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FEPASA
33388450000.0,425174000.0,425174000.0,281107000.0,1858129000.0,56499606000.0,46694132000.0,37136000.0,1188973000.0,908377000.0,21120050000.0,,751252000.0,77619656000.0,44420885000.0,29378716000.0,179739039.0,13614713000.0,179739039.0,2727029000.0,-327853000.0,-2778384000.0,,,67961920000.0,3072411000.0,3945000.0,,-18694000.0,36541707000.0,,,1643924000.0,,3458988000.0,201803,FERIAOSOR
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,FERIAOSOR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FERIAOSOR
60826170000.0,5764696000.0,5764696000.0,,3163842000.0,195557044000.0,29248626000.0,74788691000.0,4530381000.0,5056707000.0,43557288000.0,6026310000.0,2094219000.0,239114332000.0,27551109000.0,209049396000.0,0.0,79082944000.0,258469000.0,-1626646000.0,57444000.0,360379000.0,,,48437863000.0,9654925000.0,,,7629000.0,29968520000.0,,,2776766000.0,,,201803,FORUS
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FORUS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FORUS
6801144000.0,943627000.0,943627000.0,,5836914000.0,42218381000.0,12586280000.0,24875810000.0,356275000.0,219758000.0,39707709000.0,,315325000.0,81926090000.0,5593398000.0,69282461000.0,61500000.0,3628647000.0,61500000.0,-1685742000.0,2969525000.0,,,,4191731000.0,3105843000.0,17647000.0,,-34106000.0,6702886000.0,,,1009201000.0,,,201803,FOSFOROS
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FOSFOROS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FOSFOROS
12969000.0,3356000.0,3356000.0,,9899000.0,17958000.0,40528000.0,,176000.0,233000.0,93431000.0,,244000.0,111389000.0,15253000.0,70861000.0,113238186.0,26000.0,113238186.0,3605000.0,-1974000.0,-158000.0,,,7863000.0,2934000.0,,,153000.0,6859000.0,20000.0,,4800000.0,5099000.0,2625000.0,201803,FROWARD
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,FROWARD
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201803,FROWARD
120880946000.0,1265106000.0,1265172000.0,299989000.0,25707232000.0,126089160000.0,430601435000.0,22837000.0,685254000.0,592934000.0,560816346000.0,7798851000.0,3270527000.0,686905506000.0,129950592000.0,228739348000.0,168000000.0,40408583000.0,168000000.0,11196900000.0,-8355815000.0,-3845948000.0,,,103967262000.0,10133529000.0,62830000.0,2052862000.0,140041000.0,39591378000.0,668913000.0,,8893726000.0,10971447000.0,8367047000.0,201803,GASCO
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,GASCO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GASCO
14608883000.0,-550891000.0,-550891000.0,,1907032000.0,95334842000.0,88282140000.0,375916000.0,64383000.0,1294119000.0,51990617000.0,2220671000.0,798371000.0,147325459000.0,76137400000.0,53281379000.0,11217172.0,18159911000.0,11217172.0,-1776459000.0,-243802000.0,798706000.0,,,25362857000.0,1507872000.0,3361000.0,,,67245041000.0,,,1148068000.0,747275000.0,2063943000.0,201803,GENERADORA
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,GENERADORA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GENERADORA
5752066000.0,1402554000.0,1402554000.0,,6320954000.0,9282591000.0,1741965000.0,,494472000.0,,1026289000.0,,80635000.0,10308880000.0,1741965000.0,8566915000.0,0.0,,0.0,-335943000.0,-67601000.0,-32083000.0,,,1482115000.0,2284356000.0,,,-5093000.0,2362755000.0,,,6320954000.0,,,201803,GNCHILE
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,GNCHILE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GNCHILE
1283000.0,136570000.0,136570000.0,,245041000.0,330288000.0,538801000.0,,2319000,,9039328000.0,,,9369616000.0,134814000.0,8830815000.0,0.0,,0.0,176777000.0,59571000.0,,,,114250000.0,,141255000.0,,,54797000.0,,,245041000.0,,,201803,GOLF
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,GOLF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GOLF
,1886000.0,1886000.0,,687743000.0,694268000.0,480014000.0,6525000.0,,85000.0,2560000.0,,,696828000.0,480014000.0,216814000.0,2400.0,,2400.0,-348000.0,,,,,2168000.0,1283000.0,,,,,,,,,,201803,GRANADILLA
2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201803,GRANADILLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GRANADILLA
176242000.0,12185000.0,12185000.0,273000.0,46425000.0,171076000.0,308524000.0,3323000.0,8158000.0,1742000.0,391791000.0,26769000.0,14350000.0,562867000.0,161608000.0,217726000.0,435520.0,24591000.0,435520.0,46354000.0,-13367000.0,-14132000.0,,,112674000.0,24604000.0,194000.0,,-268000.0,20417000.0,,,28856000.0,17569000.0,19090000.0,201803,HF
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,HF
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201803,HF
2581420000,287901000,287901000,,1960229000.0,21687896000.0,22323051000.0,10590000.0,1541638000.0,67431000.0,77320097000.0,,8339000.0,99007993000.0,5548438000.0,75931653000.0,1261849619.0,3751363000.0,1261849619.0,-302236000,563054000,-1410000,,,2135449000,,,,-6450000,1501735000.0,,,336325000.0,,,201803,HIPERMARC
0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,2.0,2.0,2.0,0,1.0,2.0,2.0,1.0,2.0,2.0,201803,HIPERMARC
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPERMARC
2864250000.0,100653000.0,100653000.0,,1789155000.0,4603227000.0,11553269000.0,222858000.0,,327046000.0,44085599000.0,149111000.0,44428000.0,48688826000.0,3504484000.0,37135557000.0,1400.0,227926000.0,1400.0,56431000.0,-248009000.0,-72803000.0,,,1225119000.0,1015892000.0,,,15424000.0,1752355000.0,,,270831000.0,,1015892000.0,201803,HIPICO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,HIPICO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPICO
2555249000.0,87767000.0,87767000.0,,678909000.0,2778189000.0,5405057000.0,152616000.0,95479000.0,,22211999000.0,,424445000.0,24990188000.0,4222694000.0,19585131000.0,69071.0,30878000.0,69071.0,872461000.0,-694981000.0,,,,6651480000.0,935318000.0,,,,1646534000.0,,,,,,201803,HIPODROMO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,201803,HIPODROMO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPODROMO
72016850000,1684504000,1684504000,,44460377000.0,199684694000.0,181625346000.0,5843090000.0,1306565000.0,5940805000.0,117633286000.0,,10713517000.0,317317980000.0,70779573000.0,135681220000.0,377124663.0,42989253000.0,377124663.0,-5618012000,-3086678000,3084935000,,,85924352000,10777605000,,,,97337702000.0,,,3026211000.0,7277000000.0,10558986000,201803,HITES
0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0,201803,HITES
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201803,HITES
5752062000.0,284482000.0,284482000.0,-95350000.0,1507344000.0,6112562000.0,12165492000.0,133992000.0,224733000.0,11316000.0,17183523000.0,582743000.0,873615000.0,23296085000.0,3073552000.0,10619703000.0,1299853848.0,1596836000.0,1299853848.0,141281000.0,-743675000.0,753066000.0,,,5141201000.0,281458000.0,3254000.0,9384000.0,14973000.0,1745843000.0,,,569174000.0,458887000.0,,201803,HORNOS
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201803,HORNOS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,201803,HORNOS
1700737000.0,-193113000.0,-193113000.0,,1441763000.0,8914789000.0,7719622000.0,,83799000.0,,30596615000.0,,6342000.0,39511404000.0,792192000.0,31789568000.0,290730312.0,1302062000.0,290730312.0,-479998000.0,-2397000.0,500457000.0,,,1154420000.0,275116000.0,,,,315090000.0,,,690635000.0,,,201803,IACSA
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,IACSA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,IACSA
152478323000.0,52663524000.0,52663524000.0,-1387311000.0,24696798000.0,169174335000.0,1081043002000.0,8047633000.0,1529665000.0,1598107000.0,1929346763000.0,307581431000.0,226758042000.0,2098521098000.0,228709868000.0,619313076000.0,1000000000.0,4100867000.0,1000000000.0,61547543000.0,-32905978000.0,-23747975000.0,,,58569101000.0,20756952000.0,1600298000.0,43869536000.0,,115161197000.0,3875211000.0,,8971639000.0,,14488951000.0,201803,IAM
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,201803,IAM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,IAM
103936000.0,2446000.0,2446000.0,,38006000.0,335489000.0,267622000.0,784000.0,22991000.0,,303350000.0,15718000.0,4421000.0,638839000.0,171878000.0,371217000.0,3983886864.0,136731000.0,3983886864.0,-12245000.0,-14151000.0,18463000.0,,,144435000.0,8454000.0,687000.0,,189000.0,120344000.0,,,12503000.0,,7824000.0,201803,IANSA
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,IANSA
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201803,IANSA
207798964000.0,38009626000.0,21516342000.0,2118193000.0,56043177000.0,277496476000.0,8360950682000.0,59654072000.0,16056166000.0,8773125000.0,711286125000.0,2334322000.0,16295303000.0,9196256818000.0,262641812000.0,752819288000.0,100000000.0,4136676000.0,100000000.0,118086784000.0,5446241000.0,-8276653000.0,,6876305000.0,67838313000.0,45613261000.0,54000.0,9654757000.0,-2943464000.0,121653207000.0,,,,31441125000.0,,201803,ILC
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,201803,ILC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ILC
33406029000.0,2290791000.0,2290791000.0,110597000.0,16868435000.0,63667875000.0,90638145000.0,389000.0,,,97111750000.0,,735569000.0,160779625000.0,43059971000.0,70141480000.0,140930266.0,1177144000.0,140930266.0,5138998000.0,-1620174000.0,-975937000.0,,,13270684000.0,18212214000.0,,,,42052532000.0,,,3767739000.0,,18212214000.0,201803,INDISA
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,INDISA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,INDISA
5053382000,-162916000,-162916000,,105816000.0,6821506000.0,14643134000.0,,202117000.0,100945000.0,18483653000.0,,,25305159000.0,10122589000.0,10662025000.0,900000000.0,2446668000.0,900000000.0,-1760760000,-68702000,1534241000,,,5352942000,,,,,3930188000.0,,,104755000.0,,621243000,201803,INFODEMA 
0,0,0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0,201803,INFODEMA 
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201803,INFODEMA 
38610220000.0,1522851000.0,1522851000.0,51621000.0,13846893000.0,47736832000.0,55977256000.0,,61316000.0,662886000.0,50603442000.0,1493665000.0,1208979000.0,98340274000.0,38505596000.0,42363006000.0,890000000.0,2563670000.0,1080000000.0,267057000.0,-993676000.0,8022320000.0,,,31622912000.0,9519892000.0,,2345624000.0,,6278292000.0,,,10914483000.0,1573106000.0,10842291000.0,201803,INGEVEC
