revenue,net profit,operating profit,interest revenue,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment for employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
30249956000.0,4599925000.0,4599925000.0,,253971000.0,19764324000.0,121908721000.0,,489972000.0,361801000.0,174951331000.0,,6925685000.0,194715655000.0,26549010000.0,72806934000.0,0.0,266408000.0,958260111.0,10614605000.0,-10700545000.0,-1789499000.0,,,16363171000.0,5360552000.0,,10857441000.0,,17895712000.0,,,253971000.0,,4543425000.0,201906,ESSAL
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201906,ESSAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ESSAL
88729122000.0,14143725000.0,14143725000.0,,4248648000.0,39183007000.0,449404330000.0,,2855806000.0,2998706000.0,774219334000.0,,21978816000.0,813402341000.0,32412765000.0,361238402000.0,26445799279.0,1070605000.0,26445799279.0,40428450000.0,-23216775000.0,-14398028000.0,,,45779970000.0,13457185000.0,,4860473000.0,,28718117000.0,,,429906000.0,,11797180000.0,201906,ESSBIO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201906,ESSBIO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ESSBIO
501047000.0,232905000.0,232905000.0,,245047000.0,376939000.0,384782000.0,72132000.0,12159000.0,,256788000.0,,,633727000.0,317253000.0,248945000.0,1300.0,,1300.0,212081000.0,,-143691000.0,,,68522000.0,75313000.0,,131662000.0,,,,,,,,201906,ESTACIONAM
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201906,ESTACIONAM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ESTACIONAM
100656325000.0,16821497000.0,16821497000.0,1499595000.0,32541437000.0,81931709000.0,579059409000.0,,4662308000.0,3125834000.0,975461341000.0,,207659798000.0,1057393050000.0,75198427000.0,478333505000.0,14962276336000.0,2098490000.0,14962276336000.0,45270175000.0,-38380689000.0,19390226000.0,,,57416250000.0,11021268000.0,1099246000.0,8004817000.0,,37971843000.0,,,987494000.0,2702600000.0,9974465000.0,201906,ESVAL-C
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,201906,ESVAL-C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ESVAL-C
100656325000.0,16821497000.0,16821497000.0,1499595000.0,32541437000.0,81931709000.0,579059409000.0,,4662308000.0,3125834000.0,975461341000.0,,207659798000.0,1057393050000.0,75198427000.0,478333505000.0,14962276336000.0,2098490000.0,14962276336000.0,45270175000.0,-38380689000.0,19390226000.0,,,57416250000.0,11021268000.0,1099246000.0,8004817000.0,,37971843000.0,,,987494000.0,2702600000.0,9974465000.0,201906,ESVAL
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,201906,ESVAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ESVAL
1994081004000.0,116599354000.0,69905843000.0,-111452187000.0,192945213000.0,2233199506000.0,10749324454000.0,16228148000.0,113469927000.0,131662772000.0,8131112806000.0,631860768000.0,312362953000.0,16724904472000.0,1758786563000.0,5043416125000.0,2508844629.0,1330922327000.0,2508844629.0,444016140000.0,-142065779000.0,-431097262000.0,-281144337000.0,139078558000.0,3696402721000.0,542397471000.0,1004219000.0,199408227000.0,-448575000.0,413789005000.0,,,103737373000.0,,,201906,FALABELLA
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,FALABELLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,FALABELLA
19636571000.0,1127812000.0,1127812000.0,379815000.0,1457647000.0,23663095000.0,34980683000.0,,,967471000.0,81658962000.0,,107218000.0,105322057000.0,17612178000.0,70341351000.0,0.0,395410000.0,0.0,4007263000.0,-1964624000.0,-1637447000.0,,,28541189000.0,5794544000.0,,635890000.0,,18727582000.0,1428415000.0,,594422000.0,863225000.0,2948704000.0,201906,FEPASA
0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,201906,FEPASA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,FEPASA
38992169000.0,2550038000.0,2550038000.0,537380000.0,2350481000.0,58736924000.0,46948038000.0,,1064615000.0,1281889000.0,23315825000.0,,632452000.0,82052749000.0,44284184000.0,33553068000.0,179739039.0,14150836000.0,179739039.0,5751860000.0,-1383915000.0,-5406087000.0,,,129149921000.0,6710561000.0,327374000.0,1264477000.0,-25926000.0,38090546000.0,,,1920245000.0,,3388305000.0,201906,FERIAOSOR
0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201906,FERIAOSOR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,FERIAOSOR
66169112000.0,20503451000.0,20503451000.0,,6642550000.0,206052258000.0,74481899000.0,95806507000.0,4183023000.0,5567901000.0,105524486000.0,5426310000.0,1669460000.0,311576744000.0,35484195000.0,236350552000.0,0.0,71072801000.0,258469000.0,16757678000.0,-293837000.0,-15391516000.0,,,75230273000.0,20959031000.0,14406812000.0,6601510000.0,311353000.0,28347317000.0,,,6497032000.0,,,201906,FORUS
0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,FORUS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,FORUS
6383666000.0,1313727000.0,1313727000.0,,782328000.0,32698675000.0,10280612000.0,19014978000.0,502017000.0,329566000.0,44989669000.0,,235341000.0,77688344000.0,4920820000.0,67349574000.0,61500000.0,5163630000.0,61500000.0,-701184000.0,-3020751000.0,-2336993000.0,,,8264318000.0,5114830000.0,,2336993000.0,-1957000.0,6092573000.0,,,776019000.0,,,201906,FOSFOROS
0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,FOSFOROS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,FOSFOROS
25368000.0,6676000.0,6676000.0,,2752000.0,11216000.0,40768000.0,,802000.0,292000.0,103924000.0,,203000.0,115140000.0,15877000.0,74372000.0,113238186.0,22000.0,113238186.0,11211000.0,-7095000.0,-6159000.0,,,9463000.0,5478000.0,,3838000.0,233000.0,6536000.0,,,2686000.0,66000.0,5476000.0,201906,FROWARD
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201906,FROWARD
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201906,FROWARD
272049577000.0,16471717000.0,16471787000.0,519672000.0,23536030000.0,128783561000.0,454652974000.0,18829000.0,369404000.0,398413000.0,609164220000.0,7404035000.0,3263936000.0,737947781000.0,125355133000.0,261131071000.0,168000000.0,39315863000.0,168000000.0,47497735000.0,-18807849000.0,-27664792000.0,,,269659593000.0,18065560000.0,159964000.0,7726704000.0,-181706000.0,36259319000.0,609441000.0,,14808098000.0,6950226000.0,19090599000.0,201906,GASCO
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201906,GASCO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,GASCO
29187241000.0,1555421000.0,1555421000.0,,6753364000.0,79486449000.0,73593661000.0,,82237000.0,978066000.0,51300295000.0,2158181000.0,811637000.0,130786744000.0,62794195000.0,51799071000.0,11217172.0,20426154000.0,11217172.0,7206907000.0,-993065000.0,-4327889000.0,,,63212847000.0,4536012000.0,15220000.0,,-39401000.0,40145505000.0,,,4536913000.0,2196556000.0,4865866000.0,201906,GENERADORA
1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201906,GENERADORA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,GENERADORA
19571441000.0,7661055000.0,7661055000.0,,8999797000.0,25313632000.0,9183357000.0,12244697000.0,276325000.0,,4419540000.0,,183397000.0,29733172000.0,6003861000.0,20549815000.0,0.0,,0.0,7836543000.0,-5026835000.0,21687000.0,,,5611342000.0,3852400000.0,,,2435000.0,3745640000.0,,,8999797000.0,,,201906,GNCHILE
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,GNCHILE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,GNCHILE
1625000.0,48616000.0,48616000.0,,1515000.0,83785000.0,439419000.0,,6218000.0,,9299394000.0,,,9383179000.0,82265000.0,8943760000.0,0.0,,2000000.0,1371000.0,-1168000.0,,,,3265000.0,,,,,36326000.0,,,1515000.0,,,201906,GOLF
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,GOLF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,GOLF
,-6515000.0,-6515000.0,,631306000.0,631306000.0,444412000.0,,,189000.0,2560000.0,,,633866000.0,444412000.0,189454000.0,2400.0,,2400.0,-10991000.0,8368000.0,-7177000.0,,,9193000.0,2583000.0,,7177000.0,,,,,,,,201906,GRANADILLA
2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201906,GRANADILLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,GRANADILLA
64457000.0,-16144000.0,-16144000.0,-91000.0,26909000.0,191087000.0,666617000.0,909000.0,7436000.0,4929000.0,980635000.0,179770000.0,13825000.0,1171722000.0,154502000.0,450839000.0,525546.0,32941000.0,525546.0,41779000.0,-37634000.0,-26131000.0,,,219791000.0,46895000.0,1293000.0,10926000.0,-6000.0,13375000.0,,,19842000.0,6099000.0,14460000.0,201906,HF
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,201906,HF
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201906,HF
2580661000.0,555749000,167107000.0,,1157588000.0,22766108000.0,25378363000.0,435281000.0,1265572000.0,51793000.0,78243772000.0,,8672000.0,101009880000.0,9645610000.0,74837885000.0,1261849619.0,3520601000.0,1261849619.0,159986000,-1687912000,-5271000,,,4504834000,586642000,,,-3601000,1737703000.0,,,783874000.0,,,201906,HIPERMARC
0.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,2.0,1,1,2.0,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,201906,HIPERMARC
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,201906,HIPERMARC
5709232000.0,-406256000.0,-406256000.0,,779090000.0,2960197000.0,15035683000.0,283366000.0,,351131000.0,48640123000.0,149111000.0,44428000.0,51600320000.0,3986240000.0,36564637000.0,1400.0,156662000.0,1400.0,235820000.0,-456214000.0,-657608000.0,,,3394401000.0,2185668000.0,,35000000.0,25382000.0,1038895000.0,,,73066000.0,,2185668000.0,201906,HIPICO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201906,HIPICO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,HIPICO
5456088000.0,-48142000.0,-48142000.0,,665955000.0,3141601000.0,7643785000.0,150425000.0,362926000.0,,24218478000.0,,376676000.0,27360079000.0,4560433000.0,19716294000.0,69071.0,23748000.0,69071.0,450573000.0,-164490000.0,-112095000.0,,,2070339000.0,2335507000.0,,112095000.0,,1529003000.0,,,,,,201906,HIPODROMO
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,201906,HIPODROMO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,HIPODROMO
82462989000.0,2192222000,662898000.0,,38195100000.0,211426815000.0,300873128000.0,220513000.0,959482000.0,1766386000.0,216903167000.0,,9652386000.0,428329982000.0,89764854000.0,127442038000.0,377124663.0,48488949000.0,377124663.0,26075076000,-6300855000,-14410172000,,,184914874000,21987395000,,2978544000,,115255807000.0,,,2606542000.0,15117000000.0,12042401000.0,201906,HITES
0.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,2.0,1,1,2.0,1,2.0,1.0,2.0,2.0,1.0,1.0,0.0,201906,HITES
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,HITES
5909441000.0,147301000.0,147301000.0,-179373000.0,1981568000.0,6734147000.0,13828272000.0,165837000.0,225687000.0,11783000.0,18549718000.0,423802000.0,1050466000.0,25283865000.0,3341801000.0,10955091000.0,1299853848.0,1937466000.0,1299853848.0,549651000.0,-737202000.0,446138000.0,,,11542601000.0,557034000.0,55191000.0,289383000.0,9178000.0,1712730000.0,,,532749000.0,610662000.0,,201906,HORNOS
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201906,HORNOS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,201906,HORNOS
4034827000.0,236562000.0,236562000.0,,3723125000.0,10489046000.0,8086363000.0,1124000.0,,,29065150000.0,,4863000.0,39554196000.0,801929000.0,31465588000.0,289064778.0,1307519000.0,289064778.0,157611000.0,2504721000.0,303076000.0,,,3072684000.0,567982000.0,,185000.0,10343000.0,526936000.0,,,1131961000.0,,,201906,IACSA
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201906,IACSA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,IACSA
284897779000.0,81849488000.0,81849488000.0,2823807000.0,19944937000.0,139185088000.0,1222988049000.0,198047000.0,2312309000.0,2582182000.0,2032374783000.0,307581431000.0,224390966000.0,2171559871000.0,176407936000.0,587845376000.0,1000000000.0,3475224000.0,1000000000.0,145061208000.0,-104624013000.0,-61579534000.0,,,100592489000.0,34710007000.0,349393000.0,134308215000.0,,106354450000.0,5822000.0,,31776961000,15096854000.0,30120233000.0,201906,IAM
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,201906,IAM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,201906,IAM
95114000.0,-551000.0,-551000.0,,27857000.0,325929000.0,274973000.0,16502000.0,4356000.0,,310885000.0,15718000.0,5263000.0,636814000.0,207141000.0,361841000.0,3983886864.0,167396000.0,3983886864.0,-9041000.0,3008000.0,8824000.0,,,208114000.0,18621000.0,12079000.0,,-35000.0,100332000.0,,,3865000.0,,5395000.0,201906,IANSA
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,201906,IANSA
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,201906,IANSA
469722152000.0,65985641000.0,20764969000.0,5311160000.0,30430632000.0,289221140000.0,9697655237000.0,64886379000.0,20203233000.0,9616543000.0,766225476000.0,2270657000.0,17406266000.0,10530637073000.0,414964303000.0,759853721000.0,100000000.0,4506327000.0,100000000.0,219359309000.0,-39975344000.0,91264281000.0,,1103926000.0,176291736000.0,85231601000.0,,40075114000.0,-207775000.0,139150631000.0,,,,12288307000.0,,201906,ILC
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,201906,ILC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,ILC
75238511000.0,5810945000.0,5810945000.0,359120000.0,11911466000.0,62898750000.0,82274011000.0,343000.0,948304000.0,2684962000.0,98383626000.0,,809429000.0,161282376000.0,37601171000.0,79008365000.0,140930266.0,1175527000.0,140930266.0,6764484000.0,-725508000.0,-11895924000.0,,,22406388000.0,41475054000.0,,7347528000.0,,48179084000.0,,,1135861000.0,,41475054000.0,201906,INDISA
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201906,INDISA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,INDISA
3689087000.0,-572006000,-74607000.0,,12660000.0,5336082000.0,14249478000.0,2207000.0,487231000.0,179675000.0,19110151000.0,,,24446233000.0,8475549000.0,10196755000.0,900000000.0,2467055000.0,900000000.0,-4757628000,-72053000,4716454000,,,9554949000,,,,,1910460000.0,,,12660000.0,,685076000.0,201906,INFODEMA 
0.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2.0,2.0,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,201906,INFODEMA 
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201906,INFODEMA 
