revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
434109808000.0,999869000.0,999869000.0,,4.23,4.23,4749886000.0,1004675496000.0,,,706118110000.0,46336686000.0,,401447649000.0,,-7506781000.0,66572017000.0,-34751814000.0,172003258000.0,690814362000.0,2015367159000.0,16016679000.0,32913335000.0,,2270318697000.0,47181646000.0,139786394000.0,2961133059000.0,451602976000.0,945765900000.0,236523695.0,103723334000.0,236523695.0,85430298000.0,-267691099000.0,-29119205000.0,,,706118110000.0,124820544000.0,14177000.0,9064898000.0,4463888000.0,277786015000.0,,,5902096000.0,,65243551000.0,201506,ENTEL
10.0,10.0,10.0,12.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201506,ENTEL
140426463200.0,1049276000.0,1049276000.0,2047035200.0,-4e-06,-4e-06,-1759904800.0,291706304000.0,,,290864610400.0,4434990400.0,,42772580800.0,113439236000.0,6222168800.0,17763447200.0,,37289829600.0,377566627200.0,488040616800.0,25069741600.0,5420628000.0,3296317600.0,486509507200.0,24734882400.0,12342061600.0,864076134400.0,328346112800.0,195574440000.0,310906758.0,210039296800.0,310906758.0,-16303552000.0,-19719570400.0,47959868000.0,,,290864610400.0,25715974400.0,3030400.0,10251085600.0,-395467200.0,80087411200.0,,,27514516800.0,6359294400.0,,201506,EPERVA
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201506,EPERVA
4052554000.0,3966110000.0,3966110000.0,3000.0,28000.0,28000.0,,140828000.0,,,124728000.0,37747000.0,,43619000.0,15707000.0,3985323000.0,,,4634772000.0,6998150000.0,25972298000.0,2085638000.0,,,170736971000.0,,,177735121000.0,555059000.0,151762737000.0,30775276.0,,30775276.0,4622540000.0,-1788000.0,-3233867000.0,,,124728000.0,75914000.0,,3235654000.0,12021000.0,184975000.0,,,63270000.0,4570647000.0,,201506,ESPANOLA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201506,ESPANOLA
24674549000.0,5673875000.0,5673875000.0,,,,,28918129000.0,127594000.0,,9896512000.0,4334865000.0,,5490478000.0,11188363000.0,7321995000.0,2920071000.0,,664007000.0,12864875000.0,73938521000.0,,237749000.0,77607000.0,135156849000.0,,6839973000.0,148021724000.0,10866563000.0,74083203000.0,958260111.0,139752000.0,958260111.0,11477242000.0,-4977086000.0,-8218784000.0,,,9896512000.0,3364439000.0,,11519341000.0,,11823367000.0,,,342007000.0,,2865657000.0,201506,ESSAL
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201506,ESSAL
74369954000.0,12903238000.0,12903238000.0,-14780000.0,,,,91150391000.0,,,41674199000.0,6091584000.0,,17096921000.0,,16384132000.0,10588639000.0,,13423780000.0,45415661000.0,360488760000.0,,819325000.0,2854731000.0,682797734000.0,1598206000.0,24439522000.0,728213395000.0,28817317000.0,367186827000.0,26445799279.0,1431908000.0,26445799279.0,31386273000.0,-21583242000.0,-25545972000.0,,,41674199000.0,11465259000.0,50229000.0,20668633000.0,,26492796000.0,,,515751000.0,,10203964000.0,201506,ESSBIO
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201506,ESSBIO
447119000.0,230673000.0,230673000.0,,,,,538790000.0,,,119237000.0,174305000.0,,59511000.0,96212000.0,280265000.0,1000.0,,363821000.0,427191000.0,323904000.0,47205000.0,600000.0,,202945000.0,,,630136000.0,316961000.0,306232000.0,1300.0,,1300.0,231648000.0,-6021000.0,-124700000.0,,,119237000.0,59822000.0,,124700000.0,,,,,,,,201506,ESTACIONAM
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201506,ESTACIONAM
80691208000.0,9641352000.0,9641352000.0,1000.0,,,,97508878000.0,,,45019341000.0,7974572000.0,,24459579000.0,,10852404000.0,12171778000.0,,24248834000.0,62594197000.0,431323585000.0,3082461000.0,,3131293000.0,806144989000.0,,141658793000.0,868739186000.0,51614599000.0,437415505000.0,14962276336000.0,1442605000.0,14963276336000.0,30966283000.0,-25924244000.0,17754979000.0,,,45019341000.0,8940371000.0,,25735115000.0,,33187377000.0,,,,24077118000.0,7815113000.0,201506,ESVAL
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,10.0,11.0,201506,ESVAL
1850867952000.0,125844290000.0,102693012000.0,10422436000.0,0.0474,0.0474,,4310651862000.0,,,3330309848000.0,,,814757516000.0,1219292747000.0,129626149000.0,53489606000.0,80377807000.0,175334017000.0,2879262240000.0,7406612471000.0,16849784000.0,87052404000.0,112064078000.0,5599109073000.0,457241889000.0,240141001000.0,11719126838000.0,1785519306000.0,3612452731000.0,2434465103.0,1024257292000.0,2434465103.0,165016858000.0,-122085249000.0,45959359000.0,-201599394000.0,-85210270000.0,3330309848000.0,464145177000.0,1610326000.0,129399926000.0,549750000.0,1509013890000.0,,,89334113000.0,10785120000.0,246172075000.0,201506,FALABELLA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201506,FALABELLA
22572438000.0,1811570000.0,1811570000.0,2000.0,,0.38434,127107000.0,27902318000.0,,,17553094000.0,1115199000.0,,4594824000.0,18943675000.0,1428680000.0,1799017000.0,154724000.0,1048756000.0,10069004000.0,13041493000.0,,,765660000.0,69653117000.0,,92455000.0,79722121000.0,11904857000.0,66680605000.0,,361477000.0,4713485125.0,4735821000.0,-2509353000.0,-1713367000.0,,,17553094000.0,5227265000.0,,1735884000.0,,6975764000.0,865512000.0,,161827000.0,880099000.0,4804763000.0,201506,FEPASA
11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,10.0,12.0,10.0,10.0,11.0,201506,FEPASA
30875135000.0,-161681000.0,-161681000.0,23430000.0,,,528375000.0,108238421000.0,,,93325594000.0,3199338000.0,,19651191000.0,28781902000.0,-306817000.0,372681000.0,612102000.0,2884669000.0,49578533000.0,41980624000.0,13502000.0,156480000.0,940205000.0,19319797000.0,,410113000.0,68898330000.0,38493642000.0,25588877000.0,179739039.0,12209592000.0,179739039.0,6132316000.0,-907545000.0,-3675972000.0,,,93325594000.0,5329538000.0,158962000.0,605234000.0,6682000.0,33050904000.0,,,2727539000.0,,3039731000.0,201506,FERIAOSOR
10.0,10.0,10.0,10.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201506,FERIAOSOR
59314557000.0,10132708000.0,10132708000.0,-25656000.0,68.2094,68.2094,,133422574000.0,114055000.0,,84479464000.0,55956000.0,,11144486000.0,25320784000.0,12989849000.0,3240328000.0,,10073659000.0,141321844000.0,22149442000.0,40566643000.0,3104509000.0,3011598000.0,52120100000.0,8226310000.0,3694252000.0,193441944000.0,20272750000.0,169696121000.0,0.0,55852314000.0,0.0,17137759000.0,-3730959000.0,-7175448000.0,,,84479464000.0,15251422000.0,,10055982000.0,-21690000.0,29963467000.0,,,3690363000.0,,15735384000.0,201506,FORUS
10.0,10.0,10.0,10.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201506,FORUS
6301088000.0,1033646000.0,1033646000.0,,,,,13188053000.0,,,6784466000.0,797252000.0,,1934505000.0,3348403000.0,1266803000.0,402707000.0,105649000.0,46214323000.0,55677958000.0,20711133000.0,,251746000.0,,48696614000.0,,421315000.0,104374572000.0,7396466000.0,83663439000.0,61500000.0,3799750000.0,61500000.0,5359283000.0,45354194000.0,-5170112000.0,,,6784466000.0,4046535000.0,,2041600000.0,28881000.0,4807521000.0,,,673567000.0,,,201506,FOSFOROS
10.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,12.0,201506,FOSFOROS
9642732800.0,1796269600.0,1796269600.0,,0.02094,0.02094,,10046533600.0,,,4138011200.0,,,1931122400.0,5482751200.0,2545536000.0,1384892800.0,337132000.0,1643992000.0,6233532800.0,26707672800.0,,258341600.0,135610400.0,63467940000.0,,139398400.0,69701472800.0,7419176800.0,42993800000.0,113238186.0,17424800.0,113238186.0,3944823200.0,-194703200.0,-2479624800.0,,,4138011200.0,2533414400.0,15152000.0,278796800.0,-75002400.0,2677358400.0,,,1640204000.0,,,201506,FROWARD
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,12.0,201506,FROWARD
232057070000.0,27090205000.0,27090205000.0,10765236000.0,97.17,97.17,1922340000.0,468632012000.0,,,349747625000.0,20156430000.0,,92651590000.0,164685808000.0,34576461000.0,14767442000.0,15665439000.0,41288434000.0,227580127000.0,941285700000.0,2539269000.0,2849390000.0,1004434000.0,1524477356000.0,18130372000.0,4787501000.0,1752057483000.0,245456662000.0,532935256000.0,168000000.0,60468680000.0,168000000.0,56177281000.0,-56022818000.0,-16635898000.0,,,349747625000.0,27742384000.0,226890000.0,37870395000.0,1043112000.0,85526094000.0,904067000.0,,11953997000.0,21663767000.0,13942155000.0,201506,GASCO
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,10.0,201506,GASCO
39514900800.0,2611447200.0,2611447200.0,1722782400.0,0.0294839999999999,0.0294839999999999,-1472016800.0,185660486400.0,,,111959643200.0,,,15683077600.0,28924410400.0,4631966400.0,3563750400.0,41668000.0,33611681600.0,89521804000.0,153855680800.0,,2728117600.0,2965246400.0,217010732000.0,20280194400.0,25817492800.0,306532536000.0,83398123200.0,131311777600.0,435520079.0,14162574400.0,435520079.0,43199109600.0,-7977528000.0,-39889912800.0,,,111959643200.0,23409082400.0,403043200.0,2970549600.0,-90912000.0,5120618400.0,,,27060714400.0,6547179200.0,19775632800.0,201506,HF
10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201506,HF
2579844000.0,417057000.0,417057000.0,-21714000.0,,,,3307908000.0,,,1770862000.0,,,1982149000.0,1292452000.0,417057000.0,86389000.0,,396742000.0,19013727000.0,25726456000.0,1479558000.0,,20885000.0,76506149000.0,,8339000.0,95519876000.0,4611470000.0,69694157000.0,1261849619.0,4210960000.0,1261849619.0,887607000.0,10805218000.0,-11575531000.0,,,1770862000.0,,11217580000.0,,-12000.0,1432738000.0,,,368813000.0,,,201506,HIPERMARC
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,201506,HIPERMARC
5276253000.0,401876000.0,401876000.0,,287.0,287.0,18743000.0,6269740000.0,,,2598368000.0,15975000.0,,1628453000.0,3730318000.0,481259000.0,525979000.0,81236000.0,813754000.0,2917408000.0,10844868000.0,145303000.0,,289596000.0,43674931000.0,149111000.0,44428000.0,46592339000.0,2712966000.0,35747471000.0,1400.0,160139000.0,1400.0,1089778000.0,-577526000.0,-537964000.0,,,2598368000.0,1780910000.0,,350000000.0,38866000.0,1114925000.0,,,41839000.0,,1780910000.0,201506,HIPICO
11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201506,HIPICO
4209525000.0,147717000.0,147717000.0,,3.96,3.96,,19122372000.0,432802000.0,,15240122000.0,133496000.0,,2567804000.0,2851123000.0,154644000.0,477611000.0,,2436818000.0,3884821000.0,5035556000.0,220739000.0,42340000.0,,19685441000.0,,114069000.0,23570262000.0,3935041000.0,18534706000.0,69071.0,22979000.0,69071.0,1256424000.0,-591720000.0,-172678000.0,,,15240122000.0,1914763000.0,,172678000.0,,1002470000.0,,,,,,201506,HIPODROMO
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,201506,HIPODROMO
71001034000.0,3775032000.0,3775032000.0,1678000.0,,,,174013876000.0,,,140053490000.0,5050100000.0,,27640738000.0,42406745000.0,4662652000.0,2127847000.0,1435260000.0,26280713000.0,165837987000.0,137477058000.0,,2069502000.0,2650686000.0,102208671000.0,,12959007000.0,268046658000.0,48937567000.0,130550666000.0,377124663.0,29932644000.0,377124663.0,11166466000.0,-5526822000.0,-6738827000.0,,,140053490000.0,17068406000.0,,2481441000.0,,101255132000.0,,,3822687000.0,5334397000.0,8946938000.0,201506,HITES
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,10.0,201506,HITES
14201000.0,-210134000.0,-210134000.0,194000.0,,,,49091000.0,,,233499000.0,,,19248000.0,60562000.0,-209326000.0,31670000.0,71855000.0,52457000.0,133791000.0,5409868000.0,,2937000.0,63374000.0,2341857000.0,,,2475648000.0,2588541000.0,-2940334000.0,1010385898.0,2857000.0,1010385898.0,-233996000.0,125303000.0,20124000.0,,,233499000.0,,125303000.0,,,30246000.0,,,52457000.0,,16608000.0,201506,HORNOS
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,10.0,201506,HORNOS
7976872000.0,638451000.0,638451000.0,364000.0,,,,14735993000.0,,,11427918000.0,73276000.0,,6453308000.0,4913934000.0,811853000.0,121915000.0,462160000.0,1864044000.0,14005892000.0,16052997000.0,,43404000.0,,32622084000.0,,1242331000.0,46627976000.0,11673721000.0,30561912000.0,429549.0,6424603000.0,290730312.0,1845613000.0,-61815000.0,-416206000.0,,,11427918000.0,1398900000.0,,205593000.0,,3864805000.0,,,1814054000.0,,,201506,IACSA
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,201506,IACSA
112324876000.0,25784097000.0,25784097000.0,13299498000.0,,,3023805000.0,292974766000.0,239492000.0,,82910951000.0,30223529000.0,,60952267000.0,,30888541000.0,17006731000.0,13995099000.0,15020744000.0,116506904000.0,940974541000.0,533209000.0,457592000.0,4826123000.0,1754181504000.0,307581431000.0,230467732000.0,1870688408000.0,152549873000.0,574487100000.0,1000000000.0,3709034000.0,1000000000.0,121926559000.0,-43081023000.0,-91544523000.0,,,82910951000.0,24953322000.0,130420000.0,122486796000.0,,84232671000.0,5231943000.0,,12701226000.0,,12586514000.0,201506,IAM
10.0,10.0,10.0,10.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,10.0,12.0,10.0,12.0,10.0,201506,IAM
107171611200.0,3422836800.0,3422836800.0,,0.0011,0.0011,,228201241600.0,,,243455517600.0,,,54653264000.0,,4409989600.0,1546261600.0,812147200.0,15051239200.0,303754416800.0,237180316800.0,12592069600.0,15297459200.0,,219994160800.0,11871592000.0,3835728800.0,523748577600.0,154705708000.0,286568260800.0,3983886864.0,140915115200.0,3983886864.0,-32448008000.0,-8151776000.0,28111505600.0,,,243455517600.0,12890564000.0,,3733452800.0,1543231200.0,104545769600.0,,,6633545600.0,,6141105600.0,201506,IANSA
10.0,10.0,10.0,12.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201506,IANSA
381404879000.0,60141997000.0,39660483000.0,20366882000.0,,,15181394000.0,399664109000.0,,,118476167000.0,1054504000.0,,116261946000.0,251327988000.0,53202015000.0,8797980000.0,12180064000.0,52737980000.0,224665131000.0,5459890674000.0,56748894000.0,15943752000.0,10726745000.0,833892545000.0,102694518000.0,68275226000.0,6156666731000.0,304214460000.0,485992614000.0,100000000.0,3846086000.0,100000000.0,77143407000.0,-10888000.0,-67613366000.0,,,118476167000.0,69163221000.0,278549000.0,51702924000.0,-530521000.0,77065301000.0,,,15455945000.0,37282035000.0,,201506,ILC
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201506,ILC
28695408000.0,2893440000.0,2893440000.0,,,,123092000.0,53936496000.0,,,19192047000.0,,,19413872000.0,19888838000.0,3568181000.0,1065582000.0,1189402000.0,8840937000.0,40535773000.0,60099784000.0,699000.0,,,72504351000.0,,240851000.0,113040124000.0,28956482000.0,52940340000.0,80574510.0,1063503000.0,80574510.0,5663600000.0,-4491228000.0,-4599166000.0,,,19192047000.0,27570268000.0,,5864776000.0,,30370243000.0,,,5716762000.0,,14147603000.0,201506,INDISA
10.0,10.0,10.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,201506,INDISA
4779502000.0,333328000.0,333328000.0,,,,,10430472000.0,1129968000.0,,9259045000.0,20786000.0,,2980713000.0,3929074000.0,143956000.0,189164000.0,,1387831000.0,8708435000.0,9193601000.0,,194802000.0,99002000.0,14640116000.0,,,23348551000.0,5937885000.0,14154950000.0,899546826.0,3577993000.0,900000000.0,2154713000.0,-697178000.0,-258700000.0,,,9259045000.0,,,,,3342498000.0,,,256247000.0,,825026000.0,201506,INFODEMA 
10.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,10.0,201506,INFODEMA 
69553573000.0,1817551000.0,1817551000.0,1000.0,,,166760000.0,72165113000.0,67997000.0,,54746057000.0,378787000.0,,16405408000.0,65354097000.0,1939295000.0,683466000.0,1121822000.0,12379958000.0,52990600000.0,56481626000.0,,114665000.0,602855000.0,29119051000.0,1487623000.0,1050473000.0,82109651000.0,31933768000.0,25628015000.0,890000000.0,15331469000.0,900000000.0,-523072000.0,953037000.0,1993100000.0,,,54746057000.0,18362563000.0,,,,14914507000.0,,,3314225000.0,4441789000.0,19784587000.0,201506,INGEVEC
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,201506,INGEVEC
4109000.0,-1192000.0,-1192000.0,,,,,9540000.0,,,6569000.0,,,905000.0,1768000.0,-1192000.0,1768000.0,,9482000.0,11178000.0,8225000.0,,,,426979000.0,,,438157000.0,905000.0,429932000.0,872.0,,872.0,-375000.0,105000.0,,,,6569000.0,,,,,,,,,,,201506,INMOBVINA
10.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201506,INMOBVINA
17406617600.0,156065600.0,156065600.0,,,,,33036663200.0,,,31454036800.0,,,2942518400.0,15133817600.0,-137883200.0,315919200.0,,191672800.0,21438564800.0,21334016000.0,,94700000.0,207582400.0,11224601600.0,,,32663166400.0,14931538400.0,11329150400.0,584630145.0,9371512000.0,584630145.0,-1792481600.0,-4735000000.0,6531269600.0,,,31454036800.0,2732663200.0,,,,10926107200.0,,,184854400.0,,,201506,INTASA
10.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201506,INTASA
17492226400.0,2209161600.0,1606869600.0,,,,,169038742400.0,,,234171129600.0,,,4397110400.0,13789835200.0,1615960800.0,602292000.0,,18965000800.0,49147784800.0,76455476800.0,3048582400.0,8786644800.0,,158094452800.0,,289403200.0,207242237600.0,29496398400.0,119094720000.0,914418949.0,160611200.0,914418949.0,-79885889600.0,54150975200.0,31532069600.0,,,234171129600.0,3191011200.0,,,,2169008800.0,,,15079270400.0,,336374400.0,201506,INTEROCEAN
